Age,Gender,Country,self_employed,family_history,treatment,work_interfere,no_employees,remote_work,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence,Date,Time,mental_health_friendly_score
30,Male,United Kingdom,No,No,Yes,Often,3,No,Yes,No,No,No,No,Yes,Somewhat easy,No,No,Some of them,Yes,No,Maybe,Yes,No,2014-08-28,03:06:14,1
35,Male,United States,Yes,No,No,,1,Yes,Yes,Yes,Not sure,No,No,Yes,Very easy,No,No,Some of them,Yes,No,No,Yes,No,2014-08-28,03:13:10,1
49,Male,Japan,Yes,Yes,Yes,Sometimes,1,Yes,Yes,No,Yes,Yes,No,Don't know,Somewhat difficult,Yes,Yes,No,No,No,No,No,Yes,2014-08-28,03:13:20,1
36,Male,Germany,No,No,No,,3,No,Yes,Yes,Yes,No,No,Yes,Very easy,No,No,Some of them,Yes,Maybe,Maybe,Yes,No,2014-08-28,03:15:01,1
35,Male,Germany,No,No,No,,3,No,Yes,No,No,No,No,Don't know,Very easy,Maybe,No,Some of them,Some of them,No,No,Don't know,No,2014-08-28,03:16:53,0
29,Female,Australia,No,Yes,Yes,Sometimes,6,No,No,Yes,Yes,Yes,Yes,No,Somewhat difficult,Yes,No,Some of them,Some of them,No,No,No,Yes,2014-08-28,03:29:19,1
57,Male,United States,No,No,No,Never,3,No,Yes,Yes,Yes,No,Yes,Yes,Somewhat difficult,Yes,Maybe,No,No,No,Maybe,Don't know,Yes,2014-08-28,03:36:10,1
31,Female,Belgium,No,Yes,Yes,Rarely,4,No,No,Yes,No,No,No,No,Don't know,Maybe,No,Some of them,No,No,No,Don't know,Yes,2014-08-28,03:42:58,1
37,Male,Ireland,Yes,No,No,Never,2,No,Yes,No,No,No,No,Don't know,Don't know,Yes,Maybe,No,No,No,Maybe,Don't know,No,2014-08-28,03:47:30,0
25,Male,Ireland,No,Yes,Yes,Sometimes,3,No,Yes,No,No,No,No,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,Maybe,No,No,2014-08-28,03:49:56,0
30,Male,Australia,No,No,No,Sometimes,3,No,Yes,No,No,No,No,Don't know,Very easy,No,No,Some of them,Some of them,No,No,Don't know,No,2014-08-28,03:52:05,0
26,Female,Australia,No,Yes,No,Sometimes,4,No,No,No,Yes,Yes,Yes,Don't know,Somewhat easy,No,No,Yes,Yes,No,No,Don't know,No,2014-08-28,04:00:30,1
22,Female,Netherlands,No,No,No,Often,2,No,Yes,No,No,No,No,Don't know,Don't know,No,No,No,Some of them,No,Yes,Don't know,No,2014-08-28,04:02:47,0
39,Male,United States,No,No,No,Rarely,6,Yes,No,Don't know,No,Yes,Yes,Don't know,Don't know,No,No,Some of them,Some of them,No,Maybe,Don't know,No,2014-08-28,04:07:34,0
29,Male,United Kingdom,No,Yes,Yes,Never,4,No,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,Maybe,Maybe,No,No,No,No,No,No,2014-08-28,04:09:14,0
54,Male,United Kingdom,Yes,Yes,Yes,Sometimes,1,Yes,Yes,Don't know,Not sure,No,No,Don't know,Very easy,No,No,Some of them,Yes,Yes,Yes,Don't know,Yes,2014-08-28,04:11:27,0
34,Female,Australia,No,Yes,No,Never,5,No,No,Don't know,No,Yes,Yes,Don't know,Don't know,Yes,Maybe,No,No,No,No,Don't know,Yes,2014-08-28,04:16:30,0
32,Male,United States,No,No,Yes,Never,5,No,No,Yes,Not sure,Yes,Yes,Don't know,Very easy,Maybe,No,No,No,No,No,Yes,No,2014-08-28,04:23:01,1
25,Male,Nigeria,No,No,No,,2,No,Yes,No,No,No,No,Don't know,Don't know,Maybe,No,Yes,Yes,No,Yes,Don't know,No,2014-08-28,04:24:03,0
29,Male,Poland,No,No,No,Rarely,1,No,Yes,No,No,No,No,No,Somewhat difficult,No,Maybe,Some of them,No,No,No,Yes,No,2014-08-28,04:30:08,0
32,Male,Germany,Yes,No,No,Never,1,Yes,Yes,No,No,No,No,Don't know,Don't know,No,No,Some of them,Yes,No,Maybe,Don't know,No,2014-08-28,04:34:32,0
30,Male,United Kingdom,No,Yes,Yes,Sometimes,6,No,Yes,Yes,Yes,No,Don't know,Yes,Don't know,Maybe,No,Some of them,Yes,No,Yes,Yes,No,2014-08-28,04:37:54,1
31,Male,Germany,No,No,No,,2,No,Yes,Don't know,No,No,Don't know,Don't know,Somewhat easy,No,No,Some of them,Yes,Maybe,Maybe,Don't know,No,2014-08-28,04:53:52,0
20,Female,Switzerland,No,No,No,Rarely,6,No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,No,No,Some of them,Some of them,No,Maybe,Yes,No,2014-08-28,05:05:32,1
27,Male,United Kingdom,No,No,No,Never,1,No,Yes,Don't know,No,No,Don't know,Don't know,Don't know,No,No,Some of them,Yes,Maybe,Maybe,Don't know,No,2014-08-28,05:12:15,0
32,Male,United States,No,No,No,Never,6,No,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,Maybe,Maybe,Some of them,Some of them,No,No,Don't know,No,2014-08-28,05:14:28,0
26,Male,Ireland,Yes,No,No,Never,1,Yes,Yes,No,No,No,No,Don't know,Somewhat difficult,Maybe,No,Some of them,Yes,Maybe,Maybe,Yes,No,2014-08-28,06:02:05,0
30,Male,Italy,No,No,No,Sometimes,6,No,No,Don't know,No,No,No,Yes,Very easy,No,No,Some of them,Some of them,No,No,Don't know,No,2014-08-28,06:05:18,1
30,Male,Ireland,No,No,Yes,Sometimes,3,Yes,Yes,No,No,Don't know,No,Don't know,Very difficult,Maybe,Maybe,Some of them,No,No,No,No,No,2014-08-28,06:10:25,0
22,Male,India,Yes,No,No,,1,Yes,Yes,Don't know,No,Don't know,Don't know,Don't know,Very easy,Maybe,Maybe,Some of them,Some of them,Maybe,Maybe,Yes,Yes,2014-08-28,06:11:06,0
24,Male,Ireland,No,No,No,,6,No,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,No,No,No,No,No,No,Don't know,No,2014-08-28,06:27:59,0
26,Male,Netherlands,No,No,No,Never,3,No,Yes,No,No,No,No,Don't know,Don't know,Maybe,Maybe,No,No,No,No,Don't know,No,2014-08-28,06:30:18,0
43,Male,France,No,No,No,,4,No,Yes,Don't know,No,No,No,Don't know,Don't know,No,No,Some of them,Yes,Maybe,Maybe,Don't know,No,2014-08-28,07:01:30,0
26,Male,Russia,No,No,No,Never,3,No,Yes,No,Not sure,No,Don't know,Don't know,Somewhat difficult,No,No,Some of them,No,No,Maybe,Don't know,No,2014-08-28,07:03:00,0
23,Male,United States,No,Yes,No,Sometimes,2,No,Yes,Don't know,Not sure,No,Don't know,Don't know,Don't know,Maybe,No,No,No,No,Maybe,Don't know,No,2014-08-28,07:03:03,0
26,Male,Canada,No,No,No,,4,Yes,Yes,Yes,Not sure,Don't know,Yes,Don't know,Somewhat easy,No,No,Some of them,Some of them,No,No,Yes,No,2014-08-28,07:12:03,1
26,Female,Israel,No,Yes,No,Never,4,No,Yes,Don't know,No,Don't know,Don't know,Don't know,Don't know,Maybe,No,Some of them,No,No,No,Yes,No,2014-08-28,08:00:40,0
35,Male,Canada,No,Yes,No,Sometimes,3,No,Yes,Don't know,No,No,No,Don't know,Don't know,Maybe,Maybe,Some of them,Some of them,No,No,No,No,2014-08-28,08:06:43,0
28,Male,United States,No,No,Yes,Sometimes,3,Yes,No,Don't know,Not sure,No,Don't know,Don't know,Don't know,No,No,Some of them,Yes,No,Maybe,Don't know,No,2014-08-28,08:18:06,0
22,Male,India,No,No,No,,3,No,Yes,No,No,No,No,Don't know,Don't know,Maybe,Maybe,Some of them,Yes,Maybe,Maybe,Don't know,No,2014-08-28,08:23:11,0
29,Female,United States,No,Yes,Yes,Rarely,2,No,Yes,Don't know,No,No,No,Don't know,Don't know,Yes,No,No,No,No,No,Don't know,No,2014-08-28,08:39:49,0
29,Male,Germany,Yes,No,No,,1,No,Yes,No,Yes,No,No,Yes,Very easy,No,No,Yes,Yes,Yes,Yes,Yes,No,2014-08-28,08:40:55,1
45,Male,United States,No,No,Yes,Often,1,Yes,Yes,Yes,Not sure,No,Yes,Don't know,Very easy,No,No,Yes,Yes,No,Maybe,Yes,No,2014-08-28,08:43:23,1
33,Male,Bulgaria,No,No,Yes,Rarely,3,Yes,Yes,No,No,No,No,Don't know,Somewhat easy,Maybe,No,Some of them,Some of them,No,Maybe,Don't know,Yes,2014-08-28,08:43:57,0
38,Male,United States,No,No,Yes,Sometimes,6,No,No,Yes,Yes,Yes,Yes,Don't know,Don't know,No,No,Some of them,Yes,No,No,Don't know,No,2014-08-28,08:43:58,1
19,Trans Female,United States,No,Yes,Yes,Often,3,No,No,Don't know,Not sure,No,No,Don't know,Somewhat difficult,Maybe,Maybe,No,No,No,Maybe,No,No,2014-08-28,09:02:16,0
29,Female,Canada,No,No,Yes,Rarely,6,Yes,No,Yes,Yes,Yes,Don't know,Yes,Somewhat easy,No,No,No,Yes,No,Maybe,Don't know,No,2014-08-28,09:09:30,1
21,Female,United Kingdom,No,No,No,,2,No,Yes,No,No,No,No,Don't know,Don't know,Yes,Maybe,Some of them,No,No,No,Don't know,No,2014-08-28,09:16:21,0
23,Female,India,No,Yes,Yes,Sometimes,6,No,Yes,Don't know,Not sure,No,Don't know,Don't know,Don't know,Yes,Maybe,No,No,No,No,Don't know,No,2014-08-28,09:18:13,0
33,Female,United States,No,Yes,Yes,Rarely,6,No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,No,No,Some of them,Yes,No,No,Yes,No,2014-08-28,09:40:42,1
49,Male,United States,No,Yes,Yes,Sometimes,4,No,Yes,Yes,Not sure,Yes,Yes,Yes,Somewhat easy,Maybe,Maybe,Some of them,Yes,No,No,Yes,No,2014-08-28,09:53:42,1
28,Male,United States,No,No,No,,3,Yes,Yes,Don't know,No,No,No,Don't know,Don't know,Maybe,No,Some of them,No,No,No,Don't know,No,2014-08-28,09:53:57,0
27,Female,United Kingdom,No,No,Yes,Sometimes,2,Yes,Yes,Don't know,Not sure,Yes,Don't know,Yes,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No,2014-08-28,09:54:21,1
23,Male,Canada,No,No,Yes,Sometimes,2,No,Yes,Yes,No,No,No,Don't know,Somewhat easy,Maybe,Maybe,Some of them,Some of them,No,No,Don't know,No,2014-08-28,09:54:38,1
29,Male,Netherlands,No,No,No,Never,1,Yes,Yes,No,No,No,No,Yes,Somewhat easy,No,No,Yes,Yes,No,Maybe,Yes,No,2014-08-28,09:54:47,1
30,Male,Germany,No,No,No,,3,No,Yes,Don't know,No,No,Don't know,Yes,Somewhat easy,No,No,Some of them,No,Maybe,Maybe,Don't know,No,2014-08-28,09:54:51,1
28,Female,Canada,No,No,No,,6,No,Yes,Yes,Not sure,Don't know,Don't know,Don't know,Somewhat easy,No,No,Some of them,Yes,No,No,Don't know,No,2014-08-28,09:55:14,1
32,Male,United Kingdom,No,No,No,,2,No,Yes,No,No,No,No,Don't know,Don't know,Yes,No,No,No,No,Yes,No,No,2014-08-28,09:56:03,0
32,Male,United Kingdom,No,No,Yes,Sometimes,3,No,No,Yes,Yes,No,No,Yes,Very easy,No,No,No,Yes,No,No,Yes,No,2014-08-28,09:56:04,1
37,Male,France,No,No,No,,4,No,Yes,No,No,No,No,Don't know,Somewhat easy,Maybe,Maybe,Some of them,Some of them,No,Maybe,No,No,2014-08-28,09:56:10,0
39,Female,United States,No,No,No,,6,Yes,No,No,Yes,No,No,Don't know,Very difficult,Yes,Maybe,No,No,No,Maybe,No,No,2014-08-28,09:56:21,1
31,Male,France,No,No,No,,5,No,Yes,Don't know,No,No,Don't know,Don't know,Don't know,Maybe,Maybe,Some of them,No,No,No,Yes,No,2014-08-28,09:56:30,0
29,Male,United States,No,No,No,,2,No,Yes,No,No,No,Don't know,Don't know,Somewhat difficult,Maybe,Maybe,Some of them,No,No,No,Don't know,No,2014-08-28,09:57:02,0
30,Male,United States,No,No,No,,4,No,No,Yes,No,No,Don't know,Don't know,Don't know,Maybe,No,Some of them,Yes,No,No,Don't know,No,2014-08-28,09:57:10,1
33,Male,United States,Yes,Yes,Yes,Rarely,1,Yes,Yes,No,Yes,Yes,Yes,No,Very difficult,No,No,Yes,Yes,No,No,Yes,Yes,2014-08-28,09:57:25,1
37,Male,United States,No,Yes,Yes,Sometimes,4,No,Yes,Yes,Yes,Don't know,Don't know,Yes,Don't know,Maybe,No,Yes,Yes,No,No,Don't know,No,2014-08-28,09:58:08,1
23,Male,United States,No,No,Yes,Often,3,No,No,Yes,Yes,Yes,No,Yes,Somewhat easy,No,No,Some of them,Yes,No,Maybe,Yes,No,2014-08-28,09:59:39,1
43,Male,United States,No,Yes,Yes,Sometimes,3,No,No,Yes,Not sure,No,Yes,Don't know,Somewhat easy,Yes,No,No,No,No,No,No,No,2014-08-28,09:59:39,1
32,Male,United Kingdom,No,No,Yes,Rarely,4,No,Yes,Don't know,No,No,No,Don't know,Don't know,Maybe,No,Yes,Yes,No,Maybe,No,Yes,2014-08-28,10:00:48,0
26,Male,United States,No,No,No,Never,3,No,Yes,Don't know,Not sure,No,No,Don't know,Don't know,Yes,Yes,Some of them,No,No,No,No,No,2014-08-28,10:01:15,0
32,Male,United States,Yes,No,Yes,Sometimes,1,Yes,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Very easy,No,No,Yes,Yes,Yes,Yes,Don't know,No,2014-08-28,10:01:31,0
37,Female,United States,No,No,No,,3,Yes,Yes,Don't know,Not sure,No,Don't know,Don't know,Don't know,Yes,No,Some of them,No,No,No,Don't know,No,2014-08-28,10:02:09,0
29,Male,United States,No,No,Yes,Often,3,No,Yes,Yes,Yes,No,No,Yes,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No,2014-08-28,10:02:23,1
34,Male,United Kingdom,No,No,No,,2,No,Yes,No,No,No,No,Don't know,Somewhat easy,Maybe,Maybe,Some of them,Yes,No,Maybe,Don't know,No,2014-08-28,10:02:45,0
27,Male,France,No,No,No,,2,No,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,No,No,Yes,Yes,No,No,Yes,No,2014-08-28,10:04:34,0
30,Male,United States,No,Yes,No,Never,4,No,Yes,Don't know,No,No,Don't know,Don't know,Very easy,No,No,Some of them,Yes,No,Maybe,Don't know,No,2014-08-28,10:04:41,0
29,Male,United States,No,No,No,Never,2,No,Yes,Yes,Yes,No,Yes,Yes,Don't know,Maybe,No,Some of them,Some of them,No,No,No,No,2014-08-28,10:05:43,1
32,Male,United States,Yes,Yes,Yes,Sometimes,1,Yes,Yes,Yes,Yes,Don't know,Don't know,Don't know,Very difficult,Yes,Maybe,Some of them,No,No,No,No,No,2014-08-28,10:07:37,1
25,Male,Germany,No,No,No,,5,No,Yes,Yes,Yes,Don't know,Yes,Yes,Somewhat easy,Maybe,Maybe,Some of them,Yes,Yes,Yes,Yes,No,2014-08-28,10:08:19,1
37,Male,United States,Yes,No,No,,2,Yes,Yes,Yes,Yes,Yes,No,Yes,Somewhat easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No,2014-08-28,10:08:34,1
29,Male,Netherlands,No,Yes,No,,2,No,Yes,No,No,No,No,Don't know,Very easy,No,No,Some of them,Yes,No,Maybe,Yes,No,2014-08-28,10:10:29,0
27,Male,United States,No,No,No,,3,No,Yes,Yes,Not sure,No,Don't know,Don't know,Don't know,No,No,Yes,Yes,No,No,Don't know,No,2014-08-28,10:11:52,1
33,Male,United Kingdom,No,No,No,,2,No,Yes,Don't know,No,No,No,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,Maybe,Don't know,No,2014-08-28,10:13:44,0
30,Male,Canada,No,Yes,Yes,Sometimes,6,No,No,Don't know,No,No,No,No,Very difficult,Yes,No,Some of them,No,No,Yes,No,Yes,2014-08-28,10:15:52,0
29,Male,Canada,No,No,No,,1,Yes,Yes,No,Yes,No,No,Don't know,Somewhat difficult,Maybe,Maybe,Yes,Yes,No,Maybe,Don't know,No,2014-08-28,10:16:55,1
25,Male,United States,No,Yes,Yes,Never,2,Yes,Yes,Don't know,No,Yes,Don't know,Don't know,Don't know,Yes,No,Some of them,Yes,No,No,No,No,2014-08-28,10:17:19,0
33,Male,United States,No,Yes,Yes,Sometimes,1,No,No,No,Yes,No,No,Don't know,Don't know,No,No,Some of them,Yes,Maybe,Maybe,Don't know,No,2014-08-28,10:18:34,1
31,Male,South Africa,No,No,No,Never,4,Yes,Yes,No,No,No,No,No,Don't know,No,No,Some of them,Some of them,No,Maybe,No,No,2014-08-28,10:18:46,0
21,Male,Germany,No,No,No,Rarely,2,Yes,Yes,Don't know,No,No,No,Don't know,Very easy,Maybe,Maybe,Some of them,Some of them,No,Maybe,No,No,2014-08-28,10:20:37,0
30,Male,Switzerland,No,Yes,Yes,Sometimes,3,No,Yes,Don't know,No,No,No,No,Very difficult,Yes,Yes,No,No,No,No,No,No,2014-08-28,10:22:06,0
29,Male,United States,No,No,No,,6,No,No,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,No,No,Yes,Yes,No,No,No,No,2014-08-28,10:24:19,0
43,Male,Croatia,Yes,No,Yes,Sometimes,1,Yes,Yes,No,No,No,No,Yes,Very difficult,Yes,No,Yes,No,No,Maybe,No,Yes,2014-08-28,10:25:39,1
37,Male,United Kingdom,No,No,Yes,Often,2,No,Yes,No,No,No,No,Don't know,Don't know,Yes,No,Yes,Yes,Maybe,Yes,No,No,2014-08-28,10:29:47,0
24,Male,France,No,No,No,,3,No,Yes,No,No,Yes,No,Don't know,Don't know,Maybe,No,Yes,Some of them,No,No,Don't know,No,2014-08-28,10:30:04,0
29,Male,United States,No,No,No,,2,Yes,Yes,Don't know,Not sure,No,No,Don't know,Very easy,No,No,Yes,Yes,No,No,Don't know,No,2014-08-28,10:30:44,0
31,Male,United States,No,No,No,,3,No,No,Yes,Yes,Yes,Yes,Yes,Don't know,No,No,Yes,Yes,No,No,Don't know,No,2014-08-28,10:34:01,1
33,Male,United Kingdom,Yes,No,No,Never,4,No,No,No,Not sure,No,No,Don't know,Very easy,No,No,Yes,Some of them,No,Yes,No,No,2014-08-28,10:42:09,0
43,Male,United States,No,No,No,,6,No,No,Yes,Yes,Don't know,Yes,Yes,Don't know,No,No,Some of them,Yes,No,Maybe,Don't know,No,2014-08-28,10:45:21,1
33,Male,United Kingdom,No,No,Yes,Sometimes,3,No,Yes,Don't know,Not sure,No,No,Don't know,Don't know,Maybe,No,Some of them,No,No,Maybe,Don't know,No,2014-08-28,10:47:12,0
27,Male,United Kingdom,No,No,No,,2,No,Yes,No,No,No,Yes,Yes,Don't know,Maybe,No,Yes,Some of them,No,Yes,Yes,No,2014-08-28,10:51:08,1
36,Male,United States,No,Yes,Yes,Sometimes,6,Yes,No,Don't know,No,Don't know,Don't know,Don't know,Don't know,Yes,Maybe,No,No,No,Maybe,Don't know,No,2014-08-28,10:52:33,0
37,Male,Australia,No,Yes,Yes,Sometimes,3,No,Yes,No,Yes,No,No,Yes,Very easy,No,No,Some of them,Yes,No,Maybe,Yes,Yes,2014-08-28,10:54:31,1
32,Male,Belgium,No,No,No,,2,No,Yes,No,Yes,No,No,Don't know,Very difficult,Yes,Maybe,No,No,No,No,No,No,2014-08-28,10:57:23,1
39,Male,United Kingdom,No,No,Yes,Sometimes,4,No,Yes,No,No,No,No,Don't know,Very easy,No,No,No,Some of them,No,Yes,Yes,No,2014-08-28,11:02:41,0
31,Male,United States,No,Yes,Yes,Sometimes,3,No,Yes,Yes,Yes,No,Don't know,Don't know,Somewhat easy,Maybe,No,Some of them,Yes,Maybe,Yes,Don't know,No,2014-08-28,11:04:00,1
36,Male,United States,No,No,Yes,Sometimes,4,Yes,Yes,Yes,Yes,No,No,Don't know,Very difficult,Maybe,Maybe,Some of them,Some of them,Maybe,Maybe,Don't know,No,2014-08-28,11:04:17,1
30,Male,United States,Yes,No,Yes,Sometimes,3,Yes,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,No,No,Some of them,Some of them,No,Yes,Don't know,No,2014-08-28,11:07:23,0
28,Male,Canada,No,No,No,,2,No,Yes,Yes,Not sure,No,Don't know,Yes,Very easy,No,No,Some of them,Yes,Maybe,Maybe,Yes,No,2014-08-28,11:09:03,1
32,Male,Italy,No,No,No,,2,No,Yes,No,No,No,No,No,Somewhat difficult,Maybe,No,Some of them,No,Maybe,Maybe,No,No,2014-08-28,11:10:53,0
35,Male,United States,No,Yes,Yes,Rarely,2,No,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Some of them,Yes,No,No,Yes,No,2014-08-28,11:14:21,1
19,Male,Canada,No,No,Yes,Sometimes,3,No,Yes,Don't know,Not sure,No,No,Don't know,Somewhat difficult,No,No,Some of them,Yes,No,Yes,Don't know,No,2014-08-28,11:15:42,0
33,Male,Norway,No,Yes,No,,3,No,Yes,Yes,Yes,No,No,Don't know,Very easy,No,No,Some of them,Yes,No,No,Don't know,No,2014-08-28,11:19:35,1
42,Male,Germany,No,No,No,,6,Yes,Yes,Don't know,Not sure,Yes,Yes,Yes,Very easy,No,No,Some of them,No,No,Maybe,Yes,No,2014-08-28,11:20:14,1
37,Male,United States,No,Yes,Yes,Sometimes,4,No,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,No,Don't know,No,2014-08-28,11:21:17,0
40,Male,Thailand,Yes,No,No,Never,2,No,Yes,No,No,No,No,Yes,Very easy,No,No,Some of them,Yes,Maybe,Maybe,Yes,No,2014-08-28,11:21:48,1
36,Male,United States,No,No,No,Never,6,No,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Some of them,Yes,No,No,Yes,No,2014-08-28,11:22:04,1
29,Female,United States,No,Yes,Yes,Sometimes,3,Yes,No,Don't know,No,No,Don't know,Don't know,Don't know,Maybe,No,Some of them,Yes,No,Maybe,Don't know,No,2014-08-28,11:26:15,0
38,Female,United States,No,Yes,Yes,Sometimes,3,No,No,Yes,Not sure,No,Don't know,Don't know,Don't know,Maybe,No,No,No,No,No,Don't know,No,2014-08-28,11:27:56,1
26,Male,United States,No,Yes,Yes,Sometimes,6,No,Yes,Yes,No,Yes,Don't know,Don't know,Somewhat difficult,Yes,Maybe,No,No,No,Maybe,No,No,2014-08-28,11:29:20,1
34,Male,Germany,No,No,No,Rarely,3,No,Yes,No,No,No,No,Yes,Somewhat easy,Maybe,Maybe,No,Some of them,Maybe,Maybe,Yes,No,2014-08-28,11:32:37,1
21,Male,United States,No,No,Yes,Often,6,No,No,No,Yes,No,No,No,Don't know,Yes,No,Some of them,Some of them,No,Yes,No,Yes,2014-08-28,11:34:36,1
31,Male,Canada,Yes,Yes,No,Sometimes,1,Yes,Yes,No,Yes,No,No,Yes,Somewhat easy,No,No,No,No,No,No,Yes,No,2014-08-28,11:36:48,1
37,Female,United States,No,Yes,Yes,Rarely,3,No,No,Yes,Yes,Yes,Yes,Don't know,Don't know,Maybe,Maybe,Yes,Some of them,No,Maybe,Yes,No,2014-08-28,11:38:30,1
37,Male,Ireland,No,Yes,Yes,Sometimes,1,No,Yes,No,No,No,No,Don't know,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No,2014-08-28,11:40:11,0
38,Male,Ireland,No,Yes,Yes,Sometimes,1,No,Yes,No,No,No,No,No,Very difficult,Yes,Yes,No,No,No,No,No,No,2014-08-28,11:44:43,0
27,Female,United States,No,No,Yes,Sometimes,4,No,Yes,Don't know,Not sure,Yes,Don't know,Don't know,Somewhat easy,Yes,No,Some of them,No,No,Maybe,No,No,2014-08-28,11:47:35,0
39,Male,Netherlands,Yes,No,No,,2,No,Yes,No,No,Yes,No,Yes,Somewhat easy,No,No,Some of them,Yes,Maybe,Maybe,Yes,No,2014-08-28,11:48:12,1
33,Female,United States,Yes,Yes,Yes,Sometimes,1,No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Maybe,Yes,Some of them,No,No,No,No,No,2014-08-28,11:50:06,1
27,Male,United Kingdom,No,No,No,Never,3,No,Yes,Don't know,Not sure,No,Don't know,Don't know,Somewhat easy,No,No,Some of them,No,Yes,Yes,Don't know,No,2014-08-28,11:50:28,0
36,Female,United States,No,No,Yes,Never,2,Yes,Yes,Yes,No,No,No,Don't know,Don't know,Maybe,Maybe,Some of them,Some of them,No,No,No,No,2014-08-28,11:54:23,1
28,Male,United Kingdom,No,No,No,Never,3,No,Yes,Don't know,Not sure,No,No,Don't know,Somewhat easy,No,No,Some of them,Yes,Maybe,Yes,Don't know,No,2014-08-28,11:58:21,0
39,Male,United Kingdom,No,No,Yes,Sometimes,5,No,No,Don't know,No,No,No,Don't know,Don't know,Maybe,Maybe,Some of them,Some of them,No,No,Don't know,No,2014-08-28,11:59:23,0
33,Male,United States,Yes,Yes,Yes,Sometimes,1,Yes,Yes,No,Yes,No,No,Yes,Very easy,Maybe,Maybe,Yes,Yes,No,No,Yes,No,2014-08-28,12:02:59,1
32,Male,United Kingdom,No,No,No,,6,No,No,Don't know,Not sure,No,Don't know,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,Yes,Don't know,No,2014-08-28,12:05:41,0
28,Male,United Kingdom,No,No,No,,6,No,No,Don't know,Not sure,No,Don't know,Don't know,Don't know,No,No,Some of them,Some of them,Yes,Yes,No,No,2014-08-28,12:06:55,0
37,Male,United Kingdom,No,Yes,Yes,Rarely,2,No,Yes,No,No,No,No,Yes,Somewhat easy,Yes,No,Some of them,Yes,No,Maybe,No,Yes,2014-08-28,12:07:28,1
39,Male,Canada,No,No,Yes,Sometimes,4,No,No,Yes,Yes,Yes,Yes,Yes,Very easy,Yes,No,Some of them,Yes,No,Maybe,No,Yes,2014-08-28,12:08:30,1
43,Non-binary/Other,United States,No,No,No,Sometimes,2,Yes,Yes,Don't know,No,No,Don't know,Don't know,Don't know,Maybe,No,No,No,No,Maybe,No,No,2014-08-28,12:09:18,0
32,Non-binary/Other,United Kingdom,No,No,Yes,Sometimes,6,No,No,Don't know,No,Yes,Yes,Don't know,Don't know,No,No,Yes,Some of them,Yes,Yes,Yes,Yes,2014-08-28,12:10:08,0
27,Female,United States,No,No,No,,6,No,Yes,Don't know,Not sure,No,Yes,Don't know,Don't know,Maybe,No,Some of them,Yes,No,No,Don't know,No,2014-08-28,12:10:42,0
31,Female,United Kingdom,No,No,No,,2,No,Yes,Don't know,No,No,No,Don't know,Don't know,No,No,Yes,Yes,Maybe,Maybe,Don't know,No,2014-08-28,12:12:49,0
43,Male,United Kingdom,No,No,Yes,Never,3,No,Yes,Don't know,No,No,Don't know,Don't know,Don't know,No,No,Yes,Yes,Yes,Yes,Don't know,No,2014-08-28,12:15:08,0
33,Male,United States,No,No,Yes,Sometimes,2,Yes,Yes,No,Yes,No,No,Yes,Somewhat difficult,No,No,Yes,Yes,Yes,Yes,Don't know,No,2014-08-28,12:19:34,1
34,Male,United Kingdom,No,Yes,Yes,Sometimes,6,No,Yes,Don't know,Not sure,Don't know,Don't know,Yes,Very easy,No,No,Some of them,Yes,No,Maybe,Yes,No,2014-08-28,12:19:42,1
33,Male,United States,Yes,No,No,,1,No,Yes,Don't know,No,No,No,Don't know,Don't know,No,No,Yes,Yes,No,Maybe,Don't know,No,2014-08-28,12:22:14,0
25,Male,United States,No,No,No,,2,No,Yes,Don't know,No,No,No,Don't know,Don't know,No,No,Some of them,Yes,No,No,Don't know,No,2014-08-28,12:23:37,0
25,Male,United States,No,Yes,Yes,Sometimes,6,No,No,Yes,Yes,Yes,Yes,Yes,Don't know,Maybe,No,Some of them,Some of them,No,No,No,Yes,2014-08-28,12:30:20,1
